69183.120370	0.013495	0.015301
8336.614116	0.000376	0.075181
72148.994562	0.008063	0.015049
366742.116479	0.008826	0.011650
15333.310143	0.004602	0.024219
5176494.876088	0.031497	0.003915
28894.600538	0.008760	0.017313
26669689.325159	0.070272	0.002779
9656804.507123	0.055556	0.003706
151928.474268	0.021040	0.010965
9418348.136200	0.108461	0.002348
951591.419968	0.037717	0.005088
432088.351391	0.018823	0.008211
20122.413327	0.007207	0.029156
54016.653799	0.007223	0.019607
519496.945517	0.035680	0.006599
181330.133311	0.025067	0.008792
15492.917192	0.006731	0.026656
105454.593541	0.019622	0.010595
95035.135699	0.010492	0.015748
137079.976267	0.020101	0.010338
602411.882677	0.027065	0.005296
45264.954369	0.013254	0.013766
266566.358578	0.026458	0.008331
19133.238872	0.009826	0.023051
359556.909888	0.028242	0.007950
43298.824976	0.014114	0.014783
983893.523727	0.043103	0.004877
13276.063258	0.010415	0.022531
57527.179761	0.016808	0.012485
2630088.591561	0.052287	0.003894
206931.505971	0.028500	0.007630
241189.730321	0.024270	0.008549
127737.494827	0.016549	0.009654
239375.553954	0.028807	0.007198
1410767.257357	0.050983	0.004108
137708.347887	0.021004	0.010433
23091.021336	0.004437	0.034666
60277.343671	0.015241	0.012218
182452.651279	0.008373	0.011182
484912.083593	0.014158	0.008772
113463.603177	0.011817	0.012461
14974.084193	0.003939	0.033370
27479.552792	0.008871	0.015360
31966.582739	0.011002	0.017048
178111.053446	0.020032	0.009120
344141.506077	0.027567	0.008134
10808.429930	0.008974	0.024174
76393.696069	0.008310	0.013393
125209.256842	0.008329	0.016285
300966.019812	0.013328	0.013758
38029.332181	0.008957	0.016779
60917.398805	0.006076	0.019199
955875.703742	0.039849	0.004878
11049.001461	0.005095	0.027682
21629.265734	0.013163	0.016085
219484.474281	0.011649	0.015820
41798.970184	0.010661	0.016938
20788.873799	0.009981	0.016414
984.648766	0.005115	0.048717
7696.254416	0.006786	0.034283
26724.166847	0.008812	0.022017
30210.326504	0.004384	0.036981
177519.384882	0.012744	0.011384
6141.730506	0.001804	0.048031
1972.623781	0.001470	0.058250
292559.519479	0.013563	0.010699
8057.102900	0.001713	0.054358
7093.048948	0.004146	0.032770
14122.494233	0.002797	0.046680
3840.900567	0.004410	0.044934
5230.464905	0.003888	0.032503
908746.677780	0.024924	0.006318
